poem_id	stanza_id	line_id	total_lines_in_stanza	total_stanzas_in_poem	id_stanza_in_poem	id_line_in_stanza	author	pub_year	period	title	line_text	emotion1anno1	emotion2anno1	emotion1anno2	emotion2anno2	measure	i_measure	s_measure	foot_meter	meter	feet	caesura_rhythm	main_accents	caesuras	rhyme_schema	enjambement	cadence	foot_inversion	chol_iambic	relaxed_syllables
2	6	23	4	8	2	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Den Erlenkönig mit Kron und Schweif? -	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	020100102:	020100102	........:	aabb	5	male	False	False	True
2	6	24	4	8	2	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Sohn, es ist ein Nebelstreif. -	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra	iambic.tetra	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	02:000201:	02000201	.:.....:	aabb	5	male	False	False	False
2	7	25	4	8	3	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"""du liebes Kind, komm, geh mit mir!"	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra	iambic.tetra	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	0102:0102:	01020102	...:...:	aabb	5	male	False	False	False
2	7	26	4	8	3	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Gar schöne Spiele spiel ich mit dir;	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.chol	iambic.tetra	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	010202000:	010202000	........:	aabb	5	male	False	True	False
2	7	27	4	8	3	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Manch bunte Blumen sind an dem Strand,	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	010200102:	010200102	........:	aabb	5	male	False	False	True
2	7	28	4	8	3	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"Meine Mutter hat manch gülden Gewand."""	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.chol	iambic.tetra	iambic	--+|-+|-+|--+|	--+-+-+--+	..:.:.:..:	0020001002:	0020001002	.........:	aabb	5	male	False	True	False
2	8	29	4	8	4	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Vater, mein Vater, und hörest du nicht,	Uneasiness	NONE	Uneasiness	NONE	amphibrach.tetra	amphibrach.tetra	amphibrach	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	020:020:02001:	02002002001	..:..:....:	aabb	5_CC	male	False	False	False
2	8	30	4	8	4	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Was Erlenkönig mir leise verspricht? -	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	-+|-+|--+|--+|	-+-+--+--+	.:.:..:..:	0201001002:	0201001002	.........:	aabb	5	male	False	False	True
2	8	31	4	8	4	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Sei ruhig, bleibe ruhig, mein Kind;	Uneasiness	NONE	Uneasiness	NONE	iambic.tri.relaxed	iambic.tri	iambic	-+|--+|-+|	-+--+-+	.:..:.:	02:002:01:	0200201	.:..:.:	aabb	5	male	False	False	True
2	8	32	4	8	4	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	In dürren Blättern säuselt der Wind. -	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.chol	iambic.tetra	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	010201002:	010201002	........:	aabb	5	male	False	True	False
2	9	33	4	8	5	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"""willst, feiner Knabe, du mit mir gehn?"	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	2:1020:0002:	210200002	:...:...:	aabb	5	male	False	False	True
2	9	34	4	8	5	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Meine Töchter sollen dich warten schön;	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	--+|-+|--+|-+|	--+-+--+-+	..:.:..:.:	0020100201:	0020100201	.........:	aabb	5	male	False	False	True
2	9	35	4	8	5	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Meine Töchter führen den nächtlichen Reihn	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	--+|-+|--+|--+|	--+-+--+--+	..:.:..:..:	00201001002:	00201001002	..........:	aabb	4	male	False	False	True
2	9	36	4	8	5	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"Und wiegen und tanzen und singen dich ein."""	Uneasiness	NONE	Uneasiness	NONE	amphibrach.tetra	amphibrach.tetra	amphibrach	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	02002002001:	02002002001	..........:	aabb	5	male	False	False	False
2	10	37	4	8	6	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Vater, mein Vater, und siehst du nicht dort	Uneasiness	NONE	Uneasiness	NONE	amphibrach.tetra	amphibrach.tetra	amphibrach	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	020:020:01002:	02002001002	..:..:....:	aabb	3	male	False	False	False
2	10	38	4	8	6	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Erlkönigs Töchter am düstern Ort? -	Uneasiness	NONE	Uneasiness	NONE	dactylic.di.plus	dactylic.di	dactylic	+--|+--|+-|+	+--+--+-+	..:..:.:.	100200102:	100200102	........:	aabb	5	male	False	False	False
2	10	39	4	8	6	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Sohn, mein Sohn, ich seh es genau:	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.chol	iambic.tetra	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	02:02:01002:	020201002	.:.:....:	aabb	5	male	False	True	False
2	10	40	4	8	6	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Es scheinen die alten Weiden so grau. -	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	-+|--+|-+|--+|	-+--+-+--+	.:..:.:..:	0200102001:	0200102001	.........:	aabb	5	male	False	False	True
2	11	41	4	8	7	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"""ich liebe dich, mich reizt deine schöne Gestalt;"	Uneasiness	NONE	Suspense	Uneasiness	iambic.penta.relaxed	iambic.penta	iambic	-+|-+|-+|--+|--+|	-+-+-+--+--+	.:.:.:..:..:	0200:02001002:	020002001002	...:.......:	aabb	4	male	False	False	True
2	11	42	4	8	7	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"Und bist du nicht willig, so brauch ich Gewalt."""	Uneasiness	NONE	Suspense	Uneasiness	amphibrach.tetra	amphibrach.tetra	amphibrach	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	010020:01002:	01002001002	.....:....:	aabb	5	male	False	False	False
2	11	43	4	8	7	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Vater, mein Vater, jetzt faßt er mich an!	Uneasiness	NONE	Suspense	Uneasiness	amphibrach.tetra	amphibrach.tetra	amphibrach	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	020:020:01002:	02002001002	..:..:....:	aabb	5	male	False	False	False
2	11	44	4	8	7	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Erlkönig hat mir ein Leids getan! -	Uneasiness	NONE	Suspense	Uneasiness	dactylic.di.plus	dactylic.di	dactylic	+--|+--|+-|+	+--+--+-+	..:..:.:.	200100201:	200100201	........:	aabb	5	male	False	False	False
2	12	45	4	8	8	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Dem Vater grauset's, er reitet geschwind,	Uneasiness	Suspense	Uneasiness	Suspense	iambic.tetra.relaxed	iambic.tetra	iambic	-+|-+|--+|--+|	-+-+--+--+	.:.:..:..:	01020:01002:	0102001002	....:....:	aabb	5	male	False	False	True
2	12	46	4	8	8	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Er hält in den Armen das ächzende Kind,	Uneasiness	Suspense	Uneasiness	Suspense	amphibrach.tetra	amphibrach.tetra	amphibrach	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	01002001002:	01002001002	..........:	aabb	5	male	False	False	False
2	12	47	4	8	8	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Erreicht den Hof mit Mühe und Not;	Uneasiness	Suspense	Uneasiness	Suspense	iambic.tetra	iambic.tetra	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	010002002:	010002002	........:	aabb	3	male	False	False	False
2	12	48	4	8	8	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	In seinen Armen das Kind war tot.	Sadness	NONE	Uneasiness	NONE	iambic.tetra.relaxed	iambic.tetra	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	000200102:	000200102	........:	aabb	5	male	False	False	True
3	13	49	4	4	1	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Auf faulen Straßen lagern Häuserrudel,	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	01020102010:	01020102010	..........:	abab	5_CC	female	False	False	False
3	13	50	4	4	1	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Um deren Buckel graue Sonne hellt.	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0002010201:	0002010201	.........:	abab	5	male	False	False	False
3	13	51	4	4	1	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein parfümierter, halbverrückter kleiner Pudel	Humor	NONE	Humor	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	01020:0020:1020	0102000201020	....:...:....	abab	3	female	False	False	False
3	13	52	4	4	1	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Wirft wüste Augen in die große Welt.	Humor	NONE	Humor	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	01020:00102:	0102000102	....:....:	abab	5	male	False	False	False
3	14	53	4	4	2	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	In einem Fenster fängt ein Junge Fliegen.	Humor	NONE	Humor	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	00020001020:	00020001020	..........:	abab	5	female	False	False	False
3	14	54	4	4	2	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein arg beschmiertes Baby ärgert sich.	Humor	NONE	Humor	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0201020200:	0201020200	.........:	abab	5	male	False	False	False
3	14	55	4	4	2	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Am Himmel fährt ein Zug, wo windge Wiesen liegen;	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	010002:0102010:	0100020102010	.....:......:	abab	4	female	False	False	False
3	14	56	4	4	2	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Malt langsam einen langen dicken Strich.	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.tetra	iambic.tetra	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	0200020102:	0200020102	.........:	abab	5	male	False	False	False
3	15	57	4	4	3	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Wie Schreibmaschinen klappen Droschkenhufe.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	02010102010:	02010102010	..........:	abab	5	female	False	False	False
3	15	58	4	4	3	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Und lärmend kommt ein staubger Turnverein.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0200010201:	0200010201	.........:	abab	5	male	False	False	False
3	15	59	4	4	3	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Aus Kutscherkneipen stürzen sich brutale Rufe.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	0201020001020:	0201020001020	............:	abab	5	female	False	False	False
3	15	60	4	4	3	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Doch feine Glocken dringen auf sie ein.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0102010002:	0102010002	.........:	abab	5	male	False	False	False
3	16	61	4	4	4	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	In Rummelplätzen, wo Athleten ringen,	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	02010:002010:	02010002010	....:.....:	abab	4	female	False	False	False
3	16	62	4	4	4	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Wird alles dunkler schon und ungenau.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0002000201:	0002000201	.........:	abab	5	male	False	False	False
3	16	63	4	4	4	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein Leierkasten heult und Küchenmädchen singen.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	020102:0201020:	0201020201020	.....:......:	abab	5	female	False	False	False
3	16	64	4	4	4	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein Mann zertrümmert eine morsche Frau.	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic.penta	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0201000102:	0201000102	.........:	abab	5	male	False	False	False
4	17	65	4	4	1	1	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein haar so kühnlich trotz der Berenice spricht	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	010201000201:	010201000201	...........:	abba	3	male	False	False	False
4	17	66	4	4	1	2	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein mund / der rosen führt und perlen in sich heget	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	02:0201:0200010:	0202010200010	.:...:......:	abba	4	female	False	False	False
4	17	67	4	4	1	3	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein zünglein / so ein gifft vor tausend hertzen träget	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	020:0020102010:	0200020102010	..:.........:	abba	4	female	False	False	False
4	17	68	4	4	1	4	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Zwo brüste / wo rubin durch alabaster bricht	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	020:001000201:	020001000201	..:........:	abba	4	male	False	False	False
4	18	69	4	4	2	1	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein hals / der schwanen-schnee weit weit zurücke sticht	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine.iambic	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	02:0201000001:	020201000001	.:.........:	abba	4	male	False	False	False
