since feeling is first		

I wonder, by my troth, what thou and I	Beauty / Joy	Beauty / Joy
Did, till we loved?	Beauty / Joy	Beauty / Joy
Were we not weaned till then?	Beauty / Joy	Beauty / Joy
But sucked on country pleasures, childishly?	Beauty / Joy	Beauty / Joy
Or snorted we in the Seven Sleepers? den?	Beauty / Joy	Beauty / Joy
?Twas so; but this, all pleasures fancies be.	Beauty / Joy	Beauty / Joy
If ever any beauty I did see,	Beauty / Joy	Beauty / Joy
Which I desired, and got, ?twas but a dream of thee.	Beauty / Joy	Beauty / Joy

And now good-morrow to our waking souls,	Beauty / Joy	Beauty / Joy
Which watch not one another out of fear;	Beauty / Joy	Beauty / Joy
For love, all love of other sights controls,	Beauty / Joy	Beauty / Joy
And makes one little room an everywhere.	Beauty / Joy	Beauty / Joy
Let sea-discoverers to new worlds have gone,	Vitality	Vitality
Let maps to other, worlds on worlds have shown,	Vitality	Vitality
Let us possess one world, each hath one, and is one.	Vitality	Vitality

My face in thine eye, thine in mine appears,	Beauty / Joy	Beauty / Joy
And true plain hearts do in the faces rest;	Beauty / Joy	Beauty / Joy
Where can we find two better hemispheres,	Beauty / Joy	Beauty / Joy
Without sharp north, without declining west?	Beauty / Joy	Beauty / Joy
Whatever dies, was not mixed equally;	Beauty / Joy --- Awe / Sublime	Vitality
If our two loves be one, or, thou and I	Beauty / Joy --- Awe / Sublime	Vitality
Love so alike, that none do slacken, none can die.	Beauty / Joy --- Awe / Sublime	Vitality


Happy the man		

Happy the man, and happy he alone,	Beauty / Joy --- Awe / Sublime	Awe / Sublime --- Beauty / Joy
He who can call today his own:	Beauty / Joy --- Awe / Sublime	Awe / Sublime --- Beauty / Joy
He who, secure within, can say,	Beauty / Joy --- Awe / Sublime	Awe / Sublime --- Beauty / Joy
Tomorrow do thy worst, for I have lived today.	Beauty / Joy --- Awe / Sublime	Awe / Sublime --- Beauty / Joy
Be fair or foul or rain or shine	Beauty / Joy --- Awe / Sublime	Vitality
The joys I have possessed, in spite of fate, are mine.	Beauty / Joy --- Awe / Sublime	Vitality
Not Heaven itself upon the past has power,	Beauty / Joy --- Awe / Sublime	Vitality
But what has been, has been, and I have had my hour.	Beauty / Joy --- Awe / Sublime	Vitality


ON MR . GAY		

Of Manners gentle , of Affections mild ;	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
In Wit , a Man ; Simplicity , a Child :	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
With native Humour temp"ring virtuous Rage ,	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
Form "d to delight at once and lash the age :	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
Above Temptation , in a low Estate ,	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
And uncorrupted , ev"n among the Great :	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
A safe Companion , and an easy Friend ,	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
Unblam "d thro ? Life , lamented in thy End .	Beauty / Joy --- Vitality	Suspense --- Beauty / Joy
These are Thy Honours !	Beauty / Joy --- Vitality	Suspense --- Vitality
not that here thy Bust	Beauty / Joy --- Vitality	Suspense --- Vitality
Is mix "d with Heroes , or with Kings thy dust ;	Beauty / Joy --- Vitality	Suspense --- Vitality
But that the Worthy and the Good shall say ,	Beauty / Joy --- Vitality	Suspense --- Vitality
Striking their pensive bosoms ? Here lies GAY .	Beauty / Joy --- Vitality	Suspense --- Vitality


TO ?.		

Music , when soft voices die ,	Beauty / Joy --- Sadness	Sadness
Vibrates in the memory ?	Beauty / Joy --- Sadness	Sadness
Odours , when sweet violets sicken ,	Beauty / Joy --- Sadness	Sadness
Live within the sense they quicken .	Beauty / Joy --- Sadness	Sadness

Rose leaves , when the rose is dead ,	Sadness --- Beauty / Joy	Sadness
Are heaped for the beloved "s bed ;	Sadness --- Beauty / Joy	Sadness
And so thy thoughts , when thou art gone ,	Sadness --- Beauty / Joy	Sadness
Love itself shall slumber on .	Sadness --- Beauty / Joy	Sadness


STANZAS WRITTEN IN DEJECTION , NEAR NAPLES .		

The sun is warm , the sky is clear ,	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
The waves are dancing fast and bright ,	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
Blue isles and snowy mountains wear	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
The purple noon "s transparent might ,	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
The breath of the moist earth is light ,	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
Around its unexpanded buds ;	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
Like many a voice of one delight ,	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
The winds , the birds , the ocean floods ,	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality
The City "s voice itself , is soft like Solitude "s .	Beauty / Joy --- Vitality	Beauty / Joy --- Vitality

I see the Deep "s untrampled floor	Beauty / Joy	Beauty / Joy
With green and purple seaweeds strown ;	Beauty / Joy	Beauty / Joy
I see the waves upon the shore ,	Beauty / Joy	Beauty / Joy
Like light dissolved in star-showers , thrown :	Beauty / Joy	Beauty / Joy
I sit upon the sands alone ,?	Beauty / Joy	Beauty / Joy
The lightning of the noontide ocean	Beauty / Joy	Beauty / Joy
Is flashing round me , and a tone	Beauty / Joy	Beauty / Joy
Arises from its measured motion ,	Beauty / Joy	Beauty / Joy
How sweet !	Beauty / Joy	Beauty / Joy
did any heart now share in my emotion .	Beauty / Joy	Beauty / Joy

Alas !	Sadness	Sadness
I have nor hope nor health ,	Sadness	Sadness
Nor peace within nor calm around ,	Sadness	Sadness
Nor that content surpassing wealth	Sadness	Sadness
The sage in meditation found ,	Sadness	Sadness
And walked with inward glory crowned ?	Sadness	Sadness
Nor fame , nor power , nor love , nor leisure .	Sadness	Sadness
Others I see whom these surround ?	Sadness --- Annoyance	Sadness
Smiling they live , and call life pleasure ;?	Sadness --- Annoyance	Sadness
To me that cup has been dealt in another measure .	Sadness --- Annoyance	Sadness

Yet now despair itself is mild ,	Sadness	Sadness
Even as the winds and waters are ;	Sadness	Sadness
I could lie down like a tired child ,	Sadness	Sadness
And weep away the life of care	Sadness	Sadness
Which I have borne and yet must bear ,	Sadness	Sadness
Till death like sleep might steal on me ,	Sadness	Sadness
And I might feel in the warm air	Sadness	Sadness
My cheek grow cold , and hear the sea	Sadness	Sadness
Breathe o"er my dying brain its last monotony .	Sadness	Sadness

Some might lament that I were cold ,	Sadness	Sadness
As I , when this sweet day is gone ,	Sadness	Sadness
Which my lost heart , too soon grown old ,	Sadness	Sadness
Insults with this untimely moan ;	Sadness	Sadness
They might lament ? for I am one	Sadness	Sadness
Whom men love not ,? and yet regret ,	Sadness	Sadness
Unlike this day , which , when the sun	Sadness	Sadness
Shall on its stainless glory set ,	Sadness	Sadness
Will linger , though enjoyed , like joy in memory yet .	Sadness	Sadness


BREAK , BREAK , BREAK .		

Break , break , break ,	Vitality	Vitality
On thy cold gray stones , O Sea !	Vitality	Vitality
And I would that my tongue could utter	Vitality	Vitality
The thoughts that arise in me .	Vitality	Vitality

O well for the fisherman "s boy ,	Vitality	Vitality
That he shouts with his sister at play !	Vitality	Vitality
O well for the sailor lad ,	Vitality	Vitality
That he sings in his boat on the bay !	Vitality	Vitality

And the stately ships go on	Vitality	Beauty / Joy
To their haven under the hill ;	Vitality	Beauty / Joy
But O for the touch of a vanish "d hand ,	Vitality	Beauty / Joy
And the sound of a voice that is still !	Vitality	Beauty / Joy

Break , break , break ,	Vitality	Vitality --- Sadness
At the foot of thy crags , O Sea !	Vitality	Vitality --- Sadness
But the tender grace of a day that is dead	Vitality --- Sadness	Vitality --- Sadness
Will never come back to me .	Vitality --- Sadness	Vitality --- Sadness


The White Man"s Burden		

TAKE up the White Man"s burden -	Uneasiness	Vitality --- Uneasiness
Send forth the best ye breed -	Uneasiness	Vitality --- Uneasiness
Go bind your sons to exile	Uneasiness	Vitality --- Uneasiness
To serve your captives" need;	Uneasiness	Vitality --- Uneasiness
To wait in heavy harness	Uneasiness	Vitality --- Uneasiness
On fluttered folk and wild -	Uneasiness	Vitality --- Uneasiness
Your new-caught sullen peoples,	Uneasiness	Vitality --- Uneasiness
Half devil and half child.	Uneasiness	Vitality --- Uneasiness
Take up the White Man"s burden -	Uneasiness	Vitality --- Uneasiness
In patience to abide	Uneasiness	Vitality --- Uneasiness
To veil the threat of terror	Uneasiness	Vitality --- Uneasiness
And check the show of pride;	Uneasiness	Vitality --- Uneasiness
By open speech and simple,	Uneasiness	Vitality --- Uneasiness
An hundred times made plain,	Uneasiness	Vitality --- Uneasiness
To seek another"s profit,	Uneasiness	Vitality --- Uneasiness
And work another"s gain.	Uneasiness	Vitality --- Uneasiness

Take up the White Man"s burden -	Uneasiness	Vitality
The savage wars of peace -	Uneasiness	Vitality
Fill full the mouth of famine	Uneasiness	Vitality
And bid the sickness cease;	Uneasiness	Vitality
And when your goal is nearest	Uneasiness	Vitality --- Uneasiness
The end for others sought,	Uneasiness	Vitality --- Uneasiness
Watch Sloth and heathen Folly	Uneasiness	Vitality --- Uneasiness
Bring all your hopes to nought.	Uneasiness	Vitality --- Uneasiness

Take up the White Man"s burden -	Uneasiness	Vitality --- Uneasiness
No tawdry rule of kings,	Uneasiness	Vitality --- Uneasiness
But toil of serf and sweeper -	Uneasiness	Vitality --- Uneasiness
The tale of common things.	Uneasiness	Vitality --- Uneasiness
The ports ye shall not enter,	Uneasiness	Vitality --- Uneasiness
The roads ye shall not tread,	Uneasiness	Vitality --- Uneasiness
Go make them with your living,	Uneasiness	Vitality --- Uneasiness
And mark them with your dead !	Uneasiness	Vitality --- Uneasiness

Take up the White Man"s burden -	Uneasiness	Vitality --- Uneasiness
And reap his old reward,	Uneasiness	Vitality --- Uneasiness
The blame of those ye better,	Uneasiness --- Annoyance	Vitality --- Uneasiness
The hate of those ye guard -	Uneasiness --- Annoyance	Vitality --- Uneasiness
The cry of hosts ye humour	Uneasiness --- Annoyance	Vitality --- Uneasiness
(Ah slowly !)	Uneasiness --- Annoyance	Vitality --- Uneasiness
towards the light:-	Uneasiness --- Annoyance	Vitality --- Uneasiness
"Why brought ye us from bondage,	Uneasiness --- Annoyance	Vitality --- Uneasiness
"Our loved Egyptian night ?"	Uneasiness --- Annoyance	Vitality --- Uneasiness

Take up the White Man"s burden -	Sadness --- Uneasiness	Vitality --- Uneasiness
Ye dare not stoop to less -	Sadness --- Uneasiness	Vitality --- Uneasiness
Nor call too loud on Freedom	Sadness --- Uneasiness	Vitality --- Uneasiness
To cloak your weariness;	Sadness --- Uneasiness	Vitality --- Uneasiness
By all ye cry or whisper,	Sadness --- Uneasiness	Vitality --- Uneasiness
By all ye leave or do,	Sadness --- Uneasiness	Vitality --- Uneasiness
The silent sullen peoples	Sadness --- Uneasiness	Vitality --- Uneasiness
Shall weigh your Gods and you.	Sadness --- Uneasiness	Vitality --- Uneasiness

Take up the White Man"s burden -	Uneasiness --- Annoyance	Vitality --- Uneasiness
Have done with childish days -	Uneasiness --- Annoyance	Vitality --- Uneasiness
The lightly proffered laurel,	Uneasiness --- Annoyance	Vitality --- Uneasiness
The easy, ungrudged praise.	Uneasiness --- Annoyance	Vitality --- Uneasiness
Comes now, to search your manhood	Uneasiness --- Annoyance	Vitality --- Uneasiness
Through all the thankless years,	Uneasiness --- Annoyance	Vitality --- Uneasiness
Cold-edged with dear-bought wisdom,	Uneasiness --- Annoyance	Vitality --- Uneasiness
The judgement of your peers.	Uneasiness --- Annoyance	Vitality --- Uneasiness


The Way through the Woods		

They shut the road through the woods	Sadness	Suspense
Seventy years ago.	Sadness	Suspense
Weather and rain have undone it again,	Sadness --- Nostalgia	Nostalgia --- Sadness
And now you would never know	Sadness --- Nostalgia	Nostalgia --- Sadness
There was once a road through the woods	Sadness --- Nostalgia	Nostalgia --- Sadness
Before they planted the trees.	Sadness --- Nostalgia	Nostalgia --- Sadness
It is underneath the coppice and heath,	Beauty / Joy	Sadness
And the thin anemones.	Beauty / Joy	Sadness
Only the keeper sees	Beauty / Joy --- Nostalgia	Sadness --- Nostalgia
That, where the ring-dove broods,	Beauty / Joy --- Nostalgia	Sadness --- Nostalgia
And the badgers roll at ease,	Beauty / Joy --- Nostalgia	Sadness --- Nostalgia
There was once a road through the woods.	Beauty / Joy --- Nostalgia	Sadness --- Nostalgia

Yet, if you enter the woods	Beauty / Joy	Beauty / Joy
Of a summer evening late,	Beauty / Joy	Beauty / Joy
When the night-air cools on the trout-ringed pools	Beauty / Joy	Beauty / Joy
Where the otter whistles his mate,	Beauty / Joy	Beauty / Joy
(They fear not men in the woods,	Beauty / Joy	Beauty / Joy
Because they see so few.)	Beauty / Joy	Beauty / Joy
You will hear the beat of a horse?s feet,	Beauty / Joy	Nostalgia --- Beauty / Joy
And the swish of a skirt in the dew,	Beauty / Joy	Nostalgia --- Beauty / Joy
Steadily cantering through	Beauty / Joy	Nostalgia --- Beauty / Joy
The misty solitudes,	Beauty / Joy	Nostalgia --- Beauty / Joy
As though they perfectly knew	Sadness --- Nostalgia	Nostalgia --- Sadness
The old lost road through the woods.	Sadness --- Nostalgia	Nostalgia --- Sadness
But there is no road through the woods.	Sadness --- Nostalgia	Nostalgia --- Sadness


THE SICK ROSE		

O rose , thou art sick !	Sadness --- Uneasiness	Uneasiness
The invisible worm ,	Sadness --- Uneasiness	Uneasiness
That flies in the night ,	Sadness --- Uneasiness	Uneasiness
In the howling storm ,	Sadness --- Uneasiness	Uneasiness

Has found out thy bed	Sadness --- Uneasiness	Uneasiness
Of crimson joy ,	Sadness --- Uneasiness	Uneasiness
And his dark secret love	Sadness --- Uneasiness	Uneasiness
Does thy life destroy .	Sadness --- Uneasiness	Uneasiness


A POISON TREE		

I was angry with my friend :	Annoyance	Annoyance
I told my wrath , my wrath did end .	Annoyance	Annoyance
I was angry with my foe :	Annoyance	Annoyance
I told it not , my wrath did grow .	Annoyance	Annoyance

And I watered it in fears	Annoyance	Annoyance
Night and morning with my tears ,	Annoyance	Annoyance
And I sunned it with smiles	Annoyance	Annoyance
And with soft deceitful wiles .	Annoyance	Annoyance


Composed Upon Westminster Bridge, September 3, 1802		

Earth has not anything to show more fair:	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
Dull would he be of soul who could pass by	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
A sight so touching in its majesty:	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
This City now doth, like a garment, wear	Beauty / Joy	Beauty / Joy
The beauty of the morning: silent, bare,	Beauty / Joy	Beauty / Joy
Ships, towers, domes, theatres, and temples lie	Beauty / Joy	Beauty / Joy
Open unto the fields, and to the sky;	Beauty / Joy	Beauty / Joy
All bright and glittering in the smokeless air.	Beauty / Joy	Beauty / Joy
Never did sun more beautifully steep	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
In his first splendour, valley, rock, or hill;	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
Ne?er saw I, never felt, a calm so deep!	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
The river glideth at his own sweet will:	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
Dear God!	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
the very houses seem asleep;	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
And all that mighty heart is lying still!	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime


The Rainbow		

My heart leaps up when I behold	Beauty / Joy	Beauty / Joy
A rainbow in the sky:	Beauty / Joy	Beauty / Joy
So was it when my life began;	Beauty / Joy --- Nostalgia	Beauty / Joy --- Nostalgia
So is it now I am a man;	Beauty / Joy --- Nostalgia	Beauty / Joy --- Nostalgia
So be it when I shall grow old,	Beauty / Joy	Vitality
Or let me die!	Beauty / Joy	Vitality
The Child is father of the Man;	Vitality --- Beauty / Joy	Vitality --- Beauty / Joy
And I could wish my days to be	Vitality --- Beauty / Joy	Vitality --- Beauty / Joy
Bound each to each by natural piety.	Vitality --- Beauty / Joy	Vitality --- Beauty / Joy


Grief		

I tell you, hopeless grief is passionless;	Sadness	Sadness
That only men incredulous of despair,	Sadness	Sadness
Half-taught in anguish, through the midnight air	Sadness	Sadness
Beat upward to God?s throne in loud access	Sadness	Sadness
Of shrieking and reproach.	Sadness	Sadness
Full desertness,	Sadness	Sadness
In souls as countries, lieth silent-bare	Sadness	Sadness
Under the blanching, vertical eye-glare	Sadness	Sadness
Of the absolute heavens.	Sadness	Sadness
Deep-hearted man, express	Sadness	Sadness
Grief for thy dead in silence like to death?	Sadness	Sadness
Most like a monumental statue set	Sadness	Sadness
In everlasting watch and moveless woe	Sadness	Sadness
Till itself crumble to the dust beneath.	Sadness	Sadness
Touch it; the marble eyelids are not wet:	Sadness	Sadness
If it could weep, it could arise and go.	Sadness	Sadness


Sonnet XXIV		

Let the world "s sharpness , like a clasping knife ,	Beauty / Joy	Beauty / Joy
Shut in upon itself and do no harm	Beauty / Joy	Beauty / Joy
In this close hand of Love , now soft and warm ,	Beauty / Joy	Beauty / Joy
And let us hear no sound of human strife	Beauty / Joy	Beauty / Joy
After the click of the shutting .	Beauty / Joy	Beauty / Joy
Life to life ?	Beauty / Joy	Beauty / Joy
I lean upon thee , Dear , without alarm ,	Beauty / Joy	Beauty / Joy
And feel as safe as guarded by a charm	Beauty / Joy	Beauty / Joy
Against the stab of worldlings , who if rife	Beauty / Joy	Beauty / Joy
Are weak to injure .	Beauty / Joy	Beauty / Joy
Very-whitely still	Beauty / Joy	Beauty / Joy
The lilies of our lives may reassure	Beauty / Joy	Beauty / Joy
Their blossoms from their roots , accessible	Beauty / Joy	Beauty / Joy
Alone to heavenly dews that drop not fewer	Beauty / Joy	Beauty / Joy
Growing straight , out of man "s reach , on the hill .	Beauty / Joy	Beauty / Joy
God only , who made us rich , can make us poor .	Awe / Sublime	Beauty / Joy --- Awe / Sublime


AH, how sweet it is to love!		

AH, how sweet it is to love!	Vitality	Beauty / Joy --- Vitality
Ah, how gay is young Desire!	Vitality	Beauty / Joy --- Vitality
And what pleasing pains we prove	Vitality	Beauty / Joy --- Vitality
When we first approach Love"s fire!	Vitality	Beauty / Joy --- Vitality
Pains of love be sweeter far	Vitality	Beauty / Joy --- Vitality
Than all other pleasures are.	Vitality	Beauty / Joy --- Vitality

Sighs which are from lovers blown	Beauty / Joy	Beauty / Joy
Do but gently heave the heart:	Beauty / Joy	Beauty / Joy
Ev"n the tears they shed alone	Beauty / Joy	Beauty / Joy
Cure, like trickling balm, their smart:	Beauty / Joy	Beauty / Joy
Lovers, when they lose their breath,	Beauty / Joy	Beauty / Joy
Bleed away in easy death.	Beauty / Joy	Beauty / Joy

Love and Time with reverence use,	Beauty / Joy --- Sadness	Beauty / Joy
Treat them like a parting friend;	Beauty / Joy --- Sadness	Beauty / Joy
Nor the golden gifts refuse	Beauty / Joy --- Sadness	Beauty / Joy
Which in youth sincere they send:	Beauty / Joy --- Sadness	Beauty / Joy
For each year their price is more,	Beauty / Joy --- Sadness	Beauty / Joy
And they less simple than before.	Beauty / Joy --- Sadness	Beauty / Joy

Love, like spring-tides full and high,	Sadness	Sadness
Swells in every youthful vein;	Sadness	Sadness
But each tide does less supply,	Sadness	Sadness
Till they quite shrink in again:	Sadness	Sadness
If a flow in age appear,	Sadness	Sadness
"Tis but rain, and runs not clear.	Sadness	Sadness


A SONG FOR ST CECILIA "S DAY		

FROM harmony , from heavenly harmony	Awe / Sublime	Beauty / Joy --- Awe / Sublime
This universal frame began :	Awe / Sublime	Beauty / Joy --- Awe / Sublime
When nature underneath a heap	Awe / Sublime	Beauty / Joy --- Awe / Sublime
Of jarring atoms lay ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
And could not heave her head ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
The tuneful voice was heard from high ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
Arise , ye more than dead .	Awe / Sublime	Beauty / Joy --- Awe / Sublime
Then cold , and hot , and moist , and dry ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
In order to their stations leap ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
And Music "s power obey .	Awe / Sublime	Beauty / Joy --- Awe / Sublime
From harmony , from heavenly harmony	Awe / Sublime	Beauty / Joy --- Awe / Sublime
This universal frame began :	Awe / Sublime	Beauty / Joy --- Awe / Sublime
From harmony to harmony	Awe / Sublime	Beauty / Joy --- Awe / Sublime
Through all the compass of the notes it rail ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
The diapason closing full in Man .	Awe / Sublime	Beauty / Joy --- Awe / Sublime

What passion cannot Music raise and quell ?	Beauty / Joy	Beauty / Joy
When Jubal struck the chorded shell ,	Suspense --- Beauty / Joy	Beauty / Joy
His listening brethren stood around ,	Suspense --- Beauty / Joy	Beauty / Joy
And , wondering , on their faces fell	Suspense --- Beauty / Joy	Beauty / Joy
To worship that celestial sound .	Suspense --- Beauty / Joy	Beauty / Joy
Less than a God they thought there could not dwell	Beauty / Joy	Beauty / Joy
Within the hollow of that shell ,	Beauty / Joy	Beauty / Joy
That spoke so sweetly and so well .	Beauty / Joy	Beauty / Joy
What passion cannot Music raise and quell ?	Beauty / Joy	Beauty / Joy

The trumpet "s loud clangour	Vitality	Uneasiness --- Vitality
Excites us to arms ,	Vitality	Uneasiness --- Vitality
With shrill notes of anger ,	Vitality --- Uneasiness	Uneasiness --- Vitality
And mortal alarms .	Vitality --- Uneasiness	Uneasiness --- Vitality
The double double double beat	Vitality --- Uneasiness	Uneasiness --- Vitality
Of the thundering drum	Vitality --- Uneasiness	Uneasiness --- Vitality
Cries , hark !	Vitality --- Uneasiness	Uneasiness --- Vitality
the foes come ;	Vitality --- Uneasiness	Uneasiness --- Vitality
Charge , charge !	Vitality --- Uneasiness	Uneasiness --- Vitality
" tis too late to retreat .	Vitality --- Uneasiness	Uneasiness --- Vitality

The soft complaining flute	Sadness	Sadness
In dying notes discovers	Sadness	Sadness
The woes of hopeless lovers ,	Sadness	Sadness
Whose dirge is whisper "d by the warbling lute .	Sadness	Sadness

Sharp violins proclaim	Uneasiness	Uneasiness
Their jealous pangs , and desperation ,	Uneasiness	Uneasiness
Fury , frantic indignation ,	Uneasiness	Uneasiness
Depth of pains , and height of passion ,	Uneasiness	Uneasiness
For the fair , disdainful dame .	Uneasiness	Uneasiness

But oh !	Beauty / Joy	Beauty / Joy --- Awe / Sublime
what art can teach ,	Beauty / Joy	Beauty / Joy --- Awe / Sublime
What human voice can reach ,	Beauty / Joy	Beauty / Joy --- Awe / Sublime
The sacred organ "s praise ?	Beauty / Joy	Beauty / Joy --- Awe / Sublime
Notes inspiring holy love ,	Awe / Sublime	Beauty / Joy --- Awe / Sublime
Notes that wing their heavenly ways	Awe / Sublime	Beauty / Joy --- Awe / Sublime
To mend the choirs above .	Awe / Sublime	Beauty / Joy --- Awe / Sublime

Orpheus could lead the savage race ;	Beauty / Joy	Beauty / Joy
And trees uprooted left their place ,	Beauty / Joy	Beauty / Joy
Sequacious of the lyre :	Beauty / Joy	Beauty / Joy
But bright Cecilia raised the wonder higher :	Beauty / Joy	Beauty / Joy --- Awe / Sublime
When to her organ vocal breath was given ,	Beauty / Joy	Beauty / Joy --- Awe / Sublime
An angel heard , and straight appear "d ,	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime
Mistaking earth for heaven .	Beauty / Joy --- Awe / Sublime	Beauty / Joy --- Awe / Sublime


MUTABILITY .		

The flower that smiles to-day	Sadness	Sadness
To-morrow dies ;	Sadness	Sadness
All that we wish to stay	Sadness	Sadness
Tempts and then flies .	Sadness	Sadness
What is this world "s delight ?	Sadness	Awe / Sublime --- Sadness
Lightning that mocks the night ,	Sadness	Awe / Sublime --- Sadness
Brief even as bright .	Sadness	Awe / Sublime --- Sadness

Virtue , how frail it is !	Sadness	Sadness --- Awe / Sublime
Friendship how rare !	Sadness	Sadness --- Awe / Sublime
Love , how it sells poor bliss	Sadness	Sadness --- Awe / Sublime
For proud despair !	Sadness	Sadness --- Awe / Sublime
But we , though soon they fall ,	Sadness	Sadness
Survive their joy , and all	Sadness	Sadness
Which ours we call .	Sadness	Sadness

Whilst skies are blue and bright ,	Vitality	Vitality
Whilst flowers are gay ,	Vitality	Vitality
Whilst eyes that change ere night	Vitality	Vitality
Make glad the day ;	Vitality	Vitality
Whilst yet the calm hours creep ,	Sadness	Vitality
Dream thou ? and from thy sleep	Sadness	Vitality
Then wake to weep .	Sadness	Vitality


John Anderson , My Jo		

John Anderson , my jo , John ,	Beauty / Joy --- Nostalgia	Beauty / Joy --- Nostalgia
When we were first acquent ;	Beauty / Joy --- Nostalgia	Beauty / Joy --- Nostalgia
Your locks were like the raven ,	Beauty / Joy --- Nostalgia	Beauty / Joy --- Nostalgia
Your bonie brow was brent ;	Beauty / Joy --- Nostalgia	Beauty / Joy --- Nostalgia
But now your brow is beld , John ,	Beauty / Joy	Beauty / Joy --- Nostalgia
Your locks are like the snaw ;	Beauty / Joy	Beauty / Joy --- Nostalgia
But blessings on your frosty pow ,	Beauty / Joy	Beauty / Joy --- Nostalgia
John Anderson , my jo .	Beauty / Joy	Beauty / Joy --- Nostalgia

