Weltende		

So schwarz wie Schlacke. Wo das Wasser tot	Uneasiness	Uneasiness
Zu Speichern stiert, die morsch und im Verfall.	Uneasiness	Uneasiness

Dumpf tönt der Schall, da wiederkehrt die Flut,	Uneasiness	Vitality
Den Kai entlang. Der Stadtnacht Spülicht treibt	Uneasiness	Vitality
Wie eine weiße Haut im Strom und reibt	Uneasiness	Vitality
Sich an dem Dampfer, der im Docke ruht.	Uneasiness	Vitality

Staub, Obst, Papier, in einer dicken Schicht,	Uneasiness	Uneasiness
So treibt der Kot aus seinen Röhren ganz.	Uneasiness	Uneasiness
Ein weißes Tanzkleid kommt, in fettem Glanz	Uneasiness	Uneasiness
Ein nackter Hals und bleiweiß ein Gesicht.	Uneasiness	Uneasiness

Die Leiche wälzt sich ganz heraus. Es bläht	Uneasiness	Uneasiness
Das Kleid sich wie ein weißes Schiff im Wind.	Uneasiness	Uneasiness
Die toten Augen starren groß und blind	Uneasiness	Uneasiness
Zum Himmel, der voll rosa Wolken steht.	Uneasiness	Uneasiness

Das lila Wasser bebt von kleiner Welle.	Uneasiness	Uneasiness
- Der Wasserratten Fährte, die bemannen	Uneasiness	Uneasiness
Das weiße Schiff. Nun treibt es stolz von dannen,	Uneasiness	Uneasiness
Voll grauer Köpfe und voll schwarzer Felle.	Uneasiness	Uneasiness

Die Tote segelt froh hinaus, gerissen	Uneasiness	Uneasiness
Von Wind und Flut. Ihr dicker Bauch entragt	Uneasiness	Uneasiness
Dem Wasser groß, zerhöhlt und fast zernagt.	Uneasiness	Uneasiness
Wie eine Grotte dröhnt er von den Bissen.	Uneasiness	Uneasiness

Sie treibt ins Meer. Ihr salutiert Neptun	Uneasiness	Sadness
Von einem Wrack, da sie das Meer verschlingt,	Uneasiness --- Sadness	Sadness
Darinnen sie zur grünen Tiefe sinkt,	Uneasiness --- Sadness	Sadness
Im Arm der feisten Kraken auszuruhn.	Uneasiness --- Sadness	Sadness


Abendlied		

Am Abend, wenn wir auf dunklen Pfaden gehn,	Uneasiness --- Suspense	Suspense
Erscheinen unsere bleichen Gestalten vor uns.	Uneasiness --- Suspense	Suspense

Wenn uns dürstet,	Beauty / Joy --- Sadness	Sadness
Trinken wir die weißen Wasser des Teichs,	Beauty / Joy --- Sadness	Sadness
Die Süße unserer traurigen Kindheit.	Sadness	Sadness

Erstorbene ruhen wir unterm Hollundergebüsch,	Beauty / Joy	Sadness
Schaun den grauen Möven zu.	Beauty / Joy	Sadness

Frühlingsgewölke steigen über die finstere Stadt,	Uneasiness	Sadness
Die der Mönche edlere Zeiten schweigt.	Sadness	Sadness

Da ich deine schmalen Hände nahm	Suspense --- Sadness	Sadness
Schlugst du leise die runden Augen auf,	Suspense --- Sadness	Sadness
Dieses ist lange her.	Sadness	Sadness

Doch wenn dunkler Wohllaut die Seele heimsucht,	Beauty / Joy	Beauty / Joy --- Sadness
Erscheinst du Weiße in des Freundes herbstlicher Landschaft.	Beauty / Joy	Beauty / Joy --- Sadness


Die Dämmerung		

Ein dicker Junge spielt mit einem Teich.	Beauty / Joy	Beauty / Joy
Der Wind hat sich in einem Baum gefangen.	Beauty / Joy	Beauty / Joy
